brand,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,touchscreen,price
asus,amd,ryzen 5,16,ddr4,512,0,windows,64-bit,16,casual,0,0,56990
hp,amd,ryzen 5,8,ddr4,512,0,windows,64-bit,8,casual,1,0,72990
hp,amd,ryzen 5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,65990
hp,amd,ryzen 5,16,ddr4,512,0,windows,64-bit,16,casual,1,1,98020
hp,amd,ryzen 5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,63990
asus,amd,ryzen 5,8,ddr4,512,0,windows,32-bit,8,thinnlight,1,0,49890
dell,amd,ryzen 5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,49990
hp,amd,ryzen 5,8,ddr4,512,0,windows,64-bit,8,casual,1,1,73999
dell,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,60990
dell,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,0,0,76190
lenovo,amd,ryzen 5,4,other,512,0,windows,64-bit,4,thinnlight,3,1,74798
asus,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,0,58990
hp,amd,ryzen 5,4,ddr4,512,0,windows,32-bit,4,casual,0,0,68100
lenovo,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,1,77990
hp,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,55090
asus,amd,ryzen 5,4,other,512,0,windows,64-bit,4,casual,0,1,91990
hp,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,0,84208
other,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,0,44990
hp,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,53490
lenovo,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,0,0,76498
dell,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,0,98920
other,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,0,0,54990
other,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,0,49990
hp,amd,ryzen 5,4,ddr4,512,0,windows,32-bit,4,casual,0,0,52380
other,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,49990
hp,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,52500
asus,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,49990
other,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,75999
asus,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,0,80990
lenovo,amd,ryzen 5,4,ddr4,512,0,windows,32-bit,4,casual,1,0,59900
hp,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,54590
dell,amd,ryzen 5,4,ddr4,512,0,windows,64-bit,4,casual,1,1,75500
hp,amd,ryzen 5,8,ddr4,512,0,windows,64-bit,8,thinnlight,1,0,51890
asus,amd,ryzen 5,16,ddr4,512,0,windows,64-bit,16,casual,1,0,78000
hp,amd,ryzen 5,16,ddr4,512,0,windows,64-bit,16,thinnlight,1,0,59999
hp,amd,ryzen 5,8,ddr4,512,0,windows,64-bit,8,gaming,1,0,64990
dell,amd,ryzen 5,4,ddr4,1024,0,windows,32-bit,4,casual,0,0,57900
lenovo,amd,ryzen 5,4,other,1024,0,windows,64-bit,4,thinnlight,3,1,81978
hp,amd,ryzen 5,4,ddr4,0,1024,windows,64-bit,4,gaming,1,0,59990
dell,amd,ryzen 5,8,ddr4,256,1024,windows,64-bit,8,casual,0,0,49490
asus,amd,ryzen 5,8,ddr4,256,1024,windows,64-bit,8,casual,1,0,54990
lenovo,amd,ryzen 5,8,ddr4,256,1024,windows,64-bit,8,casual,0,0,68500
asus,amd,ryzen 5,8,ddr4,256,1024,windows,32-bit,8,casual,1,0,54990
lenovo,amd,ryzen 5,8,ddr4,256,1024,windows,64-bit,8,gaming,1,0,63990
hp,amd,ryzen 5,4,ddr4,256,1024,windows,64-bit,4,gaming,1,0,80000
dell,amd,ryzen 5,4,ddr4,256,1024,windows,32-bit,4,casual,0,0,51990
asus,amd,ryzen 5,4,ddr4,256,1024,windows,64-bit,4,casual,1,0,62990
hp,amd,ryzen 5,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,52990
asus,amd,ryzen 5,4,ddr4,256,1024,windows,64-bit,4,thinnlight,1,0,75100
asus,amd,ryzen 7,16,ddr4,512,0,windows,32-bit,16,gaming,0,0,76990
asus,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,casual,1,0,79990
asus,amd,ryzen 7,8,ddr4,512,0,windows,64-bit,8,casual,0,0,71990
lenovo,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,casual,1,0,99990
dell,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,casual,1,0,93990
asus,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,gaming,0,0,82990
asus,amd,ryzen 7,4,other,512,0,windows,64-bit,4,casual,0,0,106990
asus,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,92990
lenovo,intel,ryzen 7,4,ddr4,512,0,windows,32-bit,4,casual,3,0,81490
asus,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,56990
other,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,0,0,64990
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,60990
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,84988
hp,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,90990
asus,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,63990
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,63990
hp,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,57999
asus,amd,ryzen 7,4,ddr4,512,0,windows,32-bit,4,casual,0,0,72400
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,1,78990
other,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,59990
asus,amd,ryzen 7,4,other,512,0,windows,32-bit,4,casual,1,0,111990
hp,amd,ryzen 7,4,ddr4,512,0,windows,32-bit,4,casual,0,1,109000
dell,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,0,0,89990
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,3,1,78988
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,0,0,73138
lenovo,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,0,106990
asus,amd,ryzen 7,4,ddr4,512,0,windows,32-bit,4,casual,0,0,79990
dell,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,casual,1,1,89570
hp,amd,ryzen 7,4,ddr4,512,0,windows,64-bit,4,thinnlight,1,0,68500
lenovo,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,casual,1,0,73400
hp,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,casual,1,0,79990
hp,amd,ryzen 7,16,ddr4,512,0,windows,64-bit,16,gaming,1,0,84990
other,amd,ryzen 7,16,ddr4,1024,0,windows,64-bit,16,casual,1,0,99990
asus,amd,ryzen 7,8,other,1024,0,windows,64-bit,8,casual,0,0,72990
hp,amd,ryzen 7,16,ddr4,1024,0,windows,64-bit,16,thinnlight,1,1,92990
hp,amd,ryzen 7,16,ddr4,1024,0,windows,64-bit,16,thinnlight,1,0,84190
asus,amd,ryzen 7,16,other,1024,0,windows,64-bit,16,casual,0,1,112990
asus,amd,ryzen 7,4,other,1024,0,windows,32-bit,4,casual,1,0,114990
other,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,99990
asus,amd,ryzen 7,4,ddr4,1024,0,windows,32-bit,4,gaming,0,0,95990
hp,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,159990
asus,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,76990
lenovo,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,130990
asus,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,99990
asus,amd,ryzen 7,4,other,1024,0,windows,64-bit,4,casual,0,0,112990
lenovo,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,77988
asus,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,76000
asus,amd,ryzen 7,4,other,1024,0,windows,64-bit,4,casual,1,1,99990
asus,amd,ryzen 7,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,111000
asus,amd,ryzen 7,16,other,1024,0,windows,64-bit,16,thinnlight,1,0,84970
hp,amd,ryzen 7,16,ddr4,256,1024,windows,64-bit,16,gaming,1,0,75990
other,amd,ryzen 7,16,ddr4,256,1024,windows,64-bit,16,casual,1,0,89990
other,amd,ryzen 7,16,ddr4,256,1024,windows,64-bit,16,casual,0,0,81990
lenovo,amd,ryzen 7,4,ddr4,512,1024,windows,32-bit,4,casual,0,0,80490
asus,amd,other,16,ddr4,1024,0,windows,64-bit,16,casual,1,0,135990
asus,amd,other,16,ddr4,1024,0,windows,32-bit,16,casual,1,0,154990
asus,amd,other,16,ddr4,1024,0,windows,64-bit,16,casual,1,0,199990
asus,amd,other,16,ddr4,1024,0,windows,64-bit,16,casual,0,0,114990
asus,amd,other,16,ddr4,1024,0,windows,64-bit,16,casual,1,0,129990
asus,amd,other,16,other,1024,0,windows,64-bit,16,casual,1,1,114990
other,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,0,0,146990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,104990
asus,amd,other,4,other,1024,0,windows,64-bit,4,casual,1,1,114990
asus,amd,other,4,other,1024,0,windows,64-bit,4,casual,1,1,124990
asus,amd,other,4,other,1024,0,windows,64-bit,4,casual,0,1,134990
hp,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,141990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,129990
asus,amd,other,4,other,1024,0,windows,64-bit,4,casual,1,1,142990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,121990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,0,0,141990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,162990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,130500
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,0,0,116990
asus,amd,other,4,ddr4,1024,0,windows,32-bit,4,casual,0,0,138990
asus,amd,other,4,other,1024,0,windows,64-bit,4,casual,1,1,234990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,135990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,144990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,149990
asus,amd,other,4,ddr4,1024,0,windows,64-bit,4,casual,1,0,142990
lenovo,amd,ryzen 5,8,ddr4,512,0,other,64-bit,8,thinnlight,0,0,57490
